时间,店名,产品,个数
2022/6/14,草堂店（直营店）,自然馋大刀腰片(蓝标)500g*20,2
2022/6/14,草堂店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/14,草堂店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/14,草堂店（直营店）,八奇牛麻辣牛肉1.2kg*10,5
2022/6/16,草堂店（直营店）,糯米锅巴5kg,1
2022/6/16,草堂店（直营店）,爆爆滑黑虎虾滑500g*20,2
2022/6/16,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),4
2022/6/16,草堂店（直营店）,自然馋麻辣排骨1.2kg*8,4
2022/6/16,草堂店（直营店）,八奇牛嫩牛肉1.2kg*10,3
2022/6/17,草堂店（直营店）,火柴,11
2022/6/17,草堂店（直营店）,外卖锅（玻璃盖燃料版）配漏勺+灭火盖,6
2022/6/17,草堂店（直营店）,三头燃油,8
2022/6/20,草堂店（直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),6
2022/6/21,草堂店（直营店）,白色花边纸(统采),3
2022/6/21,草堂店（直营店）,南孚5号电池-24粒(统采),1
2022/6/21,草堂店（直营店）,铅笔-50支(统采),1
2022/6/21,草堂店（直营店）,蜀大侠蚝油包10g*1000,1
2022/6/21,草堂店（直营店）,加长胶手套(统采),6
2022/6/21,草堂店（直营店）,蜀大侠小醋包10g*1000,1
2022/6/18,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),4
2022/6/18,草堂店（直营店）,花千骨专用红油,1
2022/6/21,草堂店（直营店）,蜀大侠头花,1
2022/6/21,草堂店（直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),5
2022/6/21,草堂店（直营店）,牛奶味布丁粉1kg,2
2022/6/21,草堂店（直营店）,芒果味布丁粉1kg,3
2022/6/21,草堂店（直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),5
2022/6/21,草堂店（直营店）,笋胡子清水笋片1kg*10,2
2022/6/21,草堂店（直营店）,探川椒麻包95g*100,1
2022/6/21,草堂店（直营店）,枸杞1.5kg,2
2022/6/21,草堂店（直营店）,小枣1.5kg,3
2022/6/21,草堂店（直营店）,自然馋牛奶鸭血300g*20,6
2022/6/21,草堂店（直营店）,探川椒麻包110g*100,2
2022/6/21,草堂店（直营店）,蜀大侠菌汤膏135g*74,1
2022/6/21,草堂店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),2
2022/6/21,草堂店（直营店）,蜀大侠侠客打锅牛油50g*132,2
2022/6/21,草堂店（直营店）,蜀大侠盒装纸巾(250盒),3
2022/6/21,草堂店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/6/21,草堂店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/6/21,草堂店（直营店）,水牛脆毛肚2.5kg*4,2
2022/6/23,草堂店（直营店）,传统黑豆花400g*18,1
2022/6/23,草堂店（直营店）,单冻龙虾尾4.5kg(约550颗),1
2022/6/23,草堂店（直营店）,美好火腿肠170g*30,1
2022/6/23,草堂店（直营店）,元宝牌特选珍珠米25kg,2
2022/6/23,草堂店（直营店）,自然馋黑土猪火锅午餐肉340g*24,1
2022/6/23,草堂店（直营店）,探川椒麻包95g*100,1
2022/6/23,草堂店（直营店）,蜀大侠菌汤膏135g*74,2
2022/6/23,草堂店（直营店）,自然馋葱香猪舌1kg*10,1
2022/6/23,草堂店（直营店）,探川椒麻包110g*100,1
2022/6/23,草堂店（直营店）,自然馋土豆宽粉180g*50,3
2022/6/23,草堂店（直营店）,蜀大侠复合调味粉120g*75(升级版),2
2022/6/23,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,4
2022/6/23,草堂店（直营店）,蜀大侠侠客打锅牛油50g*132,1
2022/6/23,草堂店（直营店）,模拟蟹柳500g*20,2
2022/6/23,草堂店（直营店）,蜀大侠食用植物调和油65ml*200,4
2022/6/23,草堂店（直营店）,探川椒麻包26g*200,2
2022/6/23,草堂店（直营店）,八奇牛蓝标肥牛3.575*7,2
2022/6/23,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),3
2022/6/23,草堂店（直营店）,蜀大侠复合调味粉100g*90(升级版),2
2022/6/23,草堂店（直营店）,调味飞鱼籽1kg*10,1
2022/6/23,草堂店（直营店）,蜀大侠辣椒面2.5kg*6,1
2022/6/23,草堂店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/6/23,草堂店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/23,草堂店（直营店）,蜀大侠复合调味粉60g*150(升级版),2
2022/6/23,草堂店（直营店）,蜀大侠侠客打锅牛油100g*96,1
2022/6/23,草堂店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),10
2022/6/23,草堂店（直营店）,自然馋贡菜5kg,1
2022/6/23,草堂店（直营店）,蜀大侠牛油火锅底料1.65kg*10(中锅升级版),5
2022/6/23,草堂店（直营店）,蜀大侠盒装纸巾(250盒),2
2022/6/17,草堂店（直营店）,甜品小标签2.5cm*3.5cm-100张,1
2022/6/17,草堂店（直营店）,中号气球-70个(统采),3
2022/6/18,草堂店（直营店）,洋风椰蓉抹茶大福500g*10,2
2022/6/18,草堂店（直营店）,千喜鹤猪脑花(96个),1
2022/6/18,草堂店（直营店）,深海小海带海带苗10kg,2
2022/6/18,草堂店（直营店）,原切大侠雪花肥牛20kg,2
2022/6/18,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,4
2022/6/18,草堂店（直营店）,自然馋手工糍粑280g*20,2
2022/6/18,草堂店（直营店）,八奇牛麻辣牛肉1.2kg*10,3
2022/6/18,草堂店（直营店）,海霸王虾味饺100g*30,4
2022/6/18,草堂店（直营店）,自然馋贡菜5kg,2
2022/6/18,草堂店（直营店）,自然馋严选千层肚1kg*10,2
2022/6/18,草堂店（直营店）,自然馋大刀腰片(蓝标)500g*20,2
2022/6/18,草堂店（直营店）,卤肥肠1kg*10,1
2022/6/18,草堂店（直营店）,模拟蟹柳500g*20,2
2022/6/18,草堂店（直营店）,自然馋黑鱼片500g*20,2
2022/6/18,草堂店（直营店）,火锅虾仁蛋饺120g*24,1
2022/6/18,草堂店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),4
2022/6/25,草堂店（直营店）,自然馋麻辣排骨1.2kg*8,4
2022/6/25,草堂店（直营店）,冰糖糖浆2.5kg,2
2022/6/25,草堂店（直营店）,手切羔羊肋排肉1.25kg*14,1
2022/6/25,草堂店（直营店）,金桔柠檬汁1.2kg,4
2022/6/25,草堂店（直营店）,虾美人马面鱼7kg(100g-200g/条）,2
2022/6/25,草堂店（直营店）,自然馋手工糍粑280g*20,1
2022/6/25,草堂店（直营店）,八奇牛嫩牛肉1.2kg*10,3
2022/6/25,草堂店（直营店）,大侠贡菜肉滑1kg*10,1
2022/6/25,草堂店（直营店）,水牛脆毛肚2.5kg*4,1
2022/6/25,草堂店（直营店）,模拟蟹柳500g*20,1
2022/6/25,草堂店（直营店）,红豆罐头930g,10
2022/6/25,草堂店（直营店）,蜀大侠牛油火锅底料1.9kg*9(大红锅升级版),5
2022/6/25,草堂店（直营店）,笋胡子清水笋片1kg*10,2
2022/6/25,草堂店（直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/6/25,草堂店（直营店）,千喜鹤猪脑花(96个),1
2022/6/25,草堂店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/6/25,草堂店（直营店）,醪糟606g*12,2
2022/6/29,草堂店（直营店）,传统黑豆花400g*18,2
2022/6/29,草堂店（直营店）,日式土豆刨丝器(统采),1
2022/7/3,草堂店（直营店）,垃圾袋85cm*90cm-500个,2
2022/6/29,草堂店（直营店）,调味飞鱼籽1kg*10,1
2022/6/29,草堂店（直营店）,八奇牛蓝标肥牛3.575*7,2
2022/6/29,草堂店（直营店）,自然馋麻辣排骨1.2kg*8,2
2022/6/29,草堂店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),1
2022/6/29,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,4
2022/6/29,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/6/29,草堂店（直营店）,海霸王虾味饺100g*30,2
2022/6/29,草堂店（直营店）,自然馋手工糍粑280g*20,2
2022/6/29,草堂店（直营店）,八奇牛嫩牛肉1.2kg*10,1
2022/6/29,草堂店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/6/29,草堂店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/6/29,草堂店（直营店）,卤肥肠1kg*10,1
2022/6/29,草堂店（直营店）,滑蛋和牛北极雪3.572kg*7,1
2022/6/29,草堂店（直营店）,爆爆滑黑虎虾滑500g*20,1
2022/6/29,草堂店（直营店）,自然馋黑鱼片500g*20,1
2022/6/29,草堂店（直营店）,八奇牛麻辣牛肉1.2kg*10,2
2022/6/29,草堂店（直营店）,自然馋贡菜5kg,2
2022/6/29,草堂店（直营店）,水牛脆毛肚2.5kg*4,1
2022/6/29,草堂店（直营店）,自然馋大刀腰片(金标)500g*20,2
2022/7/3,草堂店（直营店）,蜀大侠辣椒面2.5kg*6,1
2022/7/3,草堂店（直营店）,蜀大侠菌汤膏135g*74,2
2022/7/3,草堂店（直营店）,天味中式香肠85g*50,1
2022/7/3,草堂店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),3
2022/7/3,草堂店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),25
2022/7/3,草堂店（直营店）,美好火腿肠170g*30,2
2022/7/3,草堂店（直营店）,花千骨专用红油,1
2022/7/3,草堂店（直营店）,枸杞1.5kg,2
2022/7/3,草堂店（直营店）,小枣1.5kg,1
2022/7/3,草堂店（直营店）,醪糟606g*12,2
2022/7/3,草堂店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/7/3,草堂店（直营店）,自然馋牛奶鸭血300g*20,6
2022/7/3,草堂店（直营店）,自然馋黑土猪火锅午餐肉340g*24,2
2022/7/3,草堂店（直营店）,探川椒麻包26g*200,2
2022/7/6,草堂店（直营店）,金桔柠檬汁1.2kg,12
2022/7/6,草堂店（直营店）,蜀大侠菌汤膏135g*74,3
2022/7/6,草堂店（直营店）,美好火腿肠170g*30,3
2022/7/6,草堂店（直营店）,元宝大豆油10L*2,1
2022/7/6,草堂店（直营店）,自然馋黑土猪火锅午餐肉340g*24,2
2022/7/6,草堂店（直营店）,蜀大侠手工底料420g*20(中辣),2
2022/7/6,草堂店（直营店）,自然馋牛奶鸭血300g*20,5
2022/7/6,草堂店（直营店）,洁劲洗洁精10kg*2,1
2022/7/6,草堂店（直营店）,笋胡子清水笋片1kg*10,2
2022/7/6,草堂店（直营店）,自然馋火锅川粉180g*50,5
2022/7/6,草堂店（直营店）,蜀大侠侠客打锅牛油50g*132,5
2022/7/6,草堂店（直营店）,蜀大侠食用植物调和油65ml*200,3
2022/7/6,草堂店（直营店）,探川椒麻包26g*200,2
2022/7/6,草堂店（直营店）,自然馋土豆宽粉180g*50,3
2022/7/6,草堂店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),2
2022/7/6,草堂店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),25
2022/7/6,草堂店（直营店）,蜀大侠复合调味粉120g*75(升级版),2
2022/7/6,草堂店（直营店）,冰糖糖浆2.5kg,4
2022/7/6,草堂店（直营店）,香辣脆椒1kg*15,1
2022/7/6,草堂店（直营店）,醪糟606g*12,2
2022/7/6,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),5
2022/7/6,草堂店（直营店）,蜀大侠牛油火锅底料1.9kg*10（大红锅升级版2.0）,10
2022/7/6,草堂店（直营店）,模拟蟹柳500g*20,4
2022/7/6,草堂店（直营店）,百洁布20/张(统采),1
2022/7/6,草堂店（直营店）,蜀大侠复合调味粉60g*150(升级版),5
2022/7/6,草堂店（直营店）,探川椒麻包110g*100,1
2022/7/6,草堂店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),1
2022/7/6,草堂店（直营店）,探川泰式风味蘸料500g*20,1
2022/7/3,草堂店（直营店）,10寸双耳密漏(统采),1
2022/7/3,草堂店（直营店）,蜀大侠小火锅外卖餐具包-500包,1
2022/7/3,草堂店（直营店）,蜀大侠食用植物调和油65ml*200,3
2022/7/3,草堂店（直营店）,芒果味布丁粉1kg,5
2022/7/3,草堂店（直营店）,索玛PE保鲜膜(45cm*500m),1
2022/7/3,草堂店（直营店）,黄天鹅高品质鸡蛋30个,1
2022/7/3,草堂店（直营店）,1250ml圆形打包盒-200个(统采),2
2022/7/3,草堂店（直营店）,牛奶味布丁粉1kg,5
2022/7/3,草堂店（直营店）,一次性塑料手套-5000双(统采),1
2022/7/3,草堂店（直营店）,加长胶手套(统采),10
2022/7/3,草堂店（直营店）,六神花露水180ml(统采),2
2022/7/3,草堂店（直营店）,中号气球-100个(统采),3
2022/7/3,草堂店（直营店）,蜀大侠小火锅外卖餐具包-500包,1
2022/7/3,草堂店（直营店）,笔记本(统采),5
2022/7/3,草堂店（直营店）,蜀大侠无糖薄荷糖2.5kg(陈皮味),6
2022/7/3,草堂店（直营店）,珍宝大卷纸,1
2022/7/3,草堂店（直营店）,蜀大侠盒装纸巾(250盒),3
2022/7/3,草堂店（直营店）,索玛PE保鲜膜(30cm*600m),1
2022/7/3,草堂店（直营店）,泡腾含氯消毒片(统采),10
2022/7/3,草堂店（直营店）,灭蝇纸-10张(统采),10
2022/7/3,草堂店（直营店）,垃圾袋85cm*90cm-500个,1
2022/7/3,草堂店（直营店）,750ml方形打包盒-300个(统采),2
2022/7/3,草堂店（直营店）,弯曲点火枪(统采),2
2022/7/6,草堂店（直营店）,船型盒7.5cm*12.4cm-500个,1
2022/7/6,草堂店（直营店）,自然馋贡菜5kg,2
2022/7/6,草堂店（直营店）,千喜鹤猪脑花(96个),1
2022/7/6,草堂店（直营店）,糯米锅巴5kg,1
2022/7/6,草堂店（直营店）,自然馋嫩滑猪肝(椒麻味)1kg*10,1
2022/7/6,草堂店（直营店）,自然馋严选千层肚1kg*10,3
2022/7/6,草堂店（直营店）,泉润脱骨鸭掌2kg*6,1
2022/7/6,草堂店（直营店）,爆爆滑虾肉卷1kg*10,1
2022/7/6,草堂店（直营店）,自然馋麻辣排骨1.2kg*8,5
2022/7/6,草堂店（直营店）,自然馋手工糍粑280g*20,3
2022/7/6,草堂店（直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/7/6,草堂店（直营店）,虾美人马面鱼7kg(100g-200g/条）,2
2022/7/6,草堂店（直营店）,自然馋黑鱼片500g*20,2
2022/7/6,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,5
2022/7/6,草堂店（直营店）,八奇牛开心五香麻辣牛肉粒1.2kg*10,1
2022/7/6,草堂店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/7/6,草堂店（直营店）,八奇牛麻辣牛肉1.2kg*10,5
2022/7/3,草堂店（直营店）,原切大侠雪花肥牛20kg,1
2022/7/3,草堂店（直营店）,大侠贡菜肉滑1kg*10,1
2022/7/3,草堂店（直营店）,自然馋严选千层肚1kg*10,2
2022/7/3,草堂店（直营店）,模拟蟹柳500g*20,3
2022/7/13,草堂店（直营店）,金桔柠檬汁1.2kg,12
2022/7/13,草堂店（直营店）,密胺红色10寸长方盘,10
2022/7/13,草堂店（直营店）,12寸圆盘(12平浅)-密胺,1
2022/7/13,草堂店（直营店）,蜀大侠牛油无渣火锅底料1.75kg*9(升级版),2
2022/7/13,草堂店（直营店）,贵妃牛肉餐具-底盘,20
2022/7/13,草堂店（直营店）,探川椒麻包95g*100,2
2022/7/13,草堂店（直营店）,自然馋牛奶鸭血300g*20,4
2022/7/13,草堂店（直营店）,木制牙签筒(统采),2
2022/7/13,草堂店（直营店）,红豆罐头930g,20
2022/7/13,草堂店（直营店）,蜀大侠复合调味粉100g*90(升级版),2
2022/7/13,草堂店（直营店）,千禾陈醋5L*2,2
2022/7/13,草堂店（直营店）,自然馋黑土猪火锅午餐肉340g*24,1
2022/7/13,草堂店（直营店）,小枣1.5kg,2
2022/7/13,草堂店（直营店）,探川椒麻包26g*200,2
2022/7/13,草堂店（直营店）,美好火腿肠170g*30,2
2022/7/13,草堂店（直营店）,密胺红色8寸长方盘,8
2022/7/13,草堂店（直营店）,蜀大侠牛油火锅底料1kg*14(太极锅升级版),15
2022/7/13,草堂店（直营店）,蜀大侠牛油火锅底料1.65kg*12（中锅升级版2.0）,8
2022/7/13,草堂店（直营店）,洁劲洗洁精10kg*2,2
2022/7/13,草堂店（直营店）,蜀大侠番茄汤膏300g*50(漫味龙),3
2022/7/13,草堂店（直营店）,蜀大侠食用植物调和油65ml*200,8
2022/7/13,草堂店（直营店）,元宝大豆油10L*2,1
2022/7/13,草堂店（直营店）,自然馋火锅川粉180g*50,4
2022/7/13,草堂店（直营店）,自然馋土豆宽粉180g*50,2
2022/7/13,草堂店（直营店）,醪糟606g*12,2
2022/7/13,草堂店（直营店）,枸杞1.5kg,1
2022/7/13,草堂店（直营店）,自然馋大刀腰片(蓝标)500g*20,1
2022/7/13,草堂店（直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/7/13,草堂店（直营店）,原切大侠雪花肥牛20kg,1
2022/7/13,草堂店（直营店）,黄天鹅高品质鸡蛋30个,1
2022/7/13,草堂店（直营店）,八奇牛蓝标肥牛3.575*7,2
2022/7/13,草堂店（直营店）,虾美人马面鱼7kg(100g-200g/条）,1
2022/7/13,草堂店（直营店）,泡沫胶(统采),2
2022/7/13,草堂店（直营店）,一次性胶手套-50双(统采),2
2022/7/13,草堂店（直营店）,散片纸10kg(统采),1
2022/7/13,草堂店（直营店）,外卖小火锅连盖酱料盒50ml-1000/个(统采),2
2022/7/3,草堂店（直营店）,自然馋黑鱼片500g*20,2
2022/7/3,草堂店（直营店）,爆爆滑黑虎虾滑500g*20,2
2022/7/3,草堂店（直营店）,自然馋火锅川粉180g*50,4
2022/7/3,草堂店（直营店）,深海小海带海带苗10kg,2
2022/7/3,草堂店（直营店）,探川椒麻包110g*100,1
2022/7/3,草堂店（直营店）,单冻龙虾尾4.5kg(约550颗),1
2022/7/3,草堂店（直营店）,捞品荟高钙羔羊肉砖(3.575kg*7),1
2022/7/3,草堂店（直营店）,自然馋标品牛肉(签签牛肉)1.2kg*8,1
2022/7/3,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,3
2022/7/3,草堂店（直营店）,自然馋麻辣排骨1.2kg*8,3
2022/7/3,草堂店（直营店）,纤多多绿翠笋500g*20,1
2022/7/3,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),3
2022/7/3,草堂店（直营店）,笋胡子清水笋片1kg*10,3
2022/7/3,草堂店（直营店）,千喜鹤猪脑花(96个),1
2022/7/3,草堂店（直营店）,八奇牛嫩牛肉1.2kg*10,2
2022/7/3,草堂店（直营店）,海霸王虾味饺100g*30,2
2022/7/3,草堂店（直营店）,水牛脆毛肚2.5kg*4,2
2022/7/3,草堂店（直营店）,蜀大侠复合调味粉120g*75(升级版),2
2022/7/3,草堂店（直营店）,蜀大侠侠客打锅牛油50g*132,4
2022/7/3,草堂店（直营店）,爆爆滑海鸭蛋虾滑160g*36(鲜美来),2
2022/7/3,草堂店（直营店）,自然馋麻辣小郡肝1kg*12(蓝标),2
2022/7/3,草堂店（直营店）,八奇牛青花椒味火锅牛排1kg*12,1
2022/7/3,草堂店（直营店）,蜀大侠复合调味粉60g*150(升级版),4
2022/7/3,草堂店（直营店）,八奇牛麻辣牛肉1.2kg*10,3
2022/7/3,草堂店（直营店）,自然馋手工糍粑280g*20,1
2022/7/11,草堂店（直营店）,海霸王虾味饺100g*30,2
2022/7/11,草堂店（直营店）,模拟蟹柳500g*20,2
2022/7/11,草堂店（直营店）,天味中式香肠85g*50,1
2022/7/11,草堂店（直营店）,自然馋千丝黄喉1kg*10,1
2022/7/11,草堂店（直营店）,原切大侠雪花肥牛20kg,1
2022/7/11,草堂店（直营店）,调味飞鱼籽1kg*10,1
2022/7/11,草堂店（直营店）,黄天鹅高品质鸡蛋30个,2
2022/7/11,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/7/11,草堂店（直营店）,卤肥肠1kg*10,1
2022/7/11,草堂店（直营店）,八奇牛蓝标肥牛3.575*7,2
2022/7/11,草堂店（直营店）,火锅虾仁蛋饺120g*24,1
2022/7/7,草堂店（直营店）,传统黑豆花400g*18,2
2022/7/7,草堂店（直营店）,爆爆滑大颗粒虾滑1kg*12(鲜美来),2
2022/7/7,草堂店（直营店）,探川泰式腌制酱料1kg,2
2022/7/7,草堂店（直营店）,虾美人马面鱼7kg(100g-200g/条）,1
2022/7/7,草堂店（直营店）,模拟蟹柳500g*20,2
2022/7/7,草堂店（直营店）,自然馋贡菜5kg,1
2022/7/7,草堂店（直营店）,自然馋严选千层肚1kg*10,2
2022/7/7,草堂店（直营店）,探川卤味腌制料B(卤油)1kg,2
2022/7/7,草堂店（直营店）,自然馋*美好川味小酥肉1kg*10,2
2022/7/7,草堂店（直营店）,自然馋葱香猪舌1kg*10,1
2022/7/7,草堂店（直营店）,大侠贡菜肉滑1kg*10,1
